/home/drogaar/pyScripts/text2image/words_large/krijgen/krijgenLoma-Bold.pgm,800
/home/drogaar/pyScripts/text2image/words_large/tafel/tafelBookman-Light.pgm,3889
/home/drogaar/pyScripts/text2image/words_large/honger/hongerURW-Bookman-Demi-Bold.pgm,3991
/home/drogaar/pyScripts/text2image/words_large/winnen/winnencourier_15.pgm,637
/home/drogaar/pyScripts/text2image/words_large/auto/autoGeorgia-Italic.pgm,2072
/home/drogaar/pyScripts/text2image/words_large/paard/paardTlwgMono-Medium.pgm,3188
/home/drogaar/pyScripts/text2image/words_large/scherm/schermArial-Regular.pgm,1874
/home/drogaar/pyScripts/text2image/words_large/shirt/shirtLoma-Bold.pgm,398
/home/drogaar/pyScripts/text2image/words_large/telefoon/telefoonKinnari-Medium.pgm,3484
/home/drogaar/pyScripts/text2image/words_large/winkel/winkelTimes-New-Roman-Regular.pgm,1350
/home/drogaar/pyScripts/text2image/words_large/rij/rijGaruda-Bold.pgm,458
/home/drogaar/pyScripts/text2image/words_large/wind/windverdana_16.pgm,2821
/home/drogaar/pyScripts/text2image/words_large/weten/wetenUmpush-Light.pgm,2240
/home/drogaar/pyScripts/text2image/words_large/oven/ovenKinnari-Medium.pgm,160
/home/drogaar/pyScripts/text2image/words_large/potlood/potloodURW-Bookman-Demi-Bold.pgm,314
/home/drogaar/pyScripts/text2image/words_large/school/schoolFreeSans-Regular.pgm,4967
/home/drogaar/pyScripts/text2image/words_large/relatie/relatieFreeSans-Regular.pgm,581
/home/drogaar/pyScripts/text2image/words_large/suiker/suikerTrebuchet-MS-Italic.pgm,3710
/home/drogaar/pyScripts/text2image/words_large/rijden/rijdencourier_15.pgm,3400
/home/drogaar/pyScripts/text2image/words_large/boot/bootComic-Sans-MS-Regular.pgm,4361
/home/drogaar/pyScripts/text2image/words_large/bureau/bureauURW-Bookman-Demi-Bold.pgm,1747
/home/drogaar/pyScripts/text2image/words_large/bakken/bakkenGeorgia-Italic.pgm,4283
/home/drogaar/pyScripts/text2image/words_large/ouders/oudersFreeSerif-Regular.pgm,1690
/home/drogaar/pyScripts/text2image/words_large/eten/etenTimes-New-Roman-Regular.pgm,3171
/home/drogaar/pyScripts/text2image/words_large/koning/koningComic-Sans-MS-Regular.pgm,3211
/home/drogaar/pyScripts/text2image/words_large/kat/katFreeMono-Regular.pgm,1471
/home/drogaar/pyScripts/text2image/words_large/en/enFreeMono-Regular.pgm,4305
/home/drogaar/pyScripts/text2image/words_large/telefoon/telefoonNimbus-Sans-Regular-Italic.pgm,3482
/home/drogaar/pyScripts/text2image/words_large/broek/broekGaruda-Bold.pgm,3371
/home/drogaar/pyScripts/text2image/words_large/openen/openenDejaVu-Serif-Book.pgm,4010
/home/drogaar/pyScripts/text2image/words_large/hij/hijUbuntu-Light.pgm,794
/home/drogaar/pyScripts/text2image/words_large/fles/flesFreeSans-Regular.pgm,133
/home/drogaar/pyScripts/text2image/words_large/bakken/bakkenFreeMono-Regular.pgm,4287
/home/drogaar/pyScripts/text2image/words_large/badkamer/badkamerFreeSans-Regular.pgm,4443
/home/drogaar/pyScripts/text2image/words_large/8/8Kinnari-Medium.pgm,1832
/home/drogaar/pyScripts/text2image/words_large/vijver/vijvercourier_15.pgm,4274
/home/drogaar/pyScripts/text2image/words_large/badkamer/badkamercourier_15.pgm,4446
/home/drogaar/pyScripts/text2image/words_large/boek/boekGeorgia-Italic.pgm,1127
/home/drogaar/pyScripts/text2image/words_large/kussens/kussensDejaVu-Serif-Book.pgm,2768
/home/drogaar/pyScripts/text2image/words_large/oven/ovencourier_15.pgm,162
/home/drogaar/pyScripts/text2image/words_large/voelen/voelenverdana_16.pgm,1070
/home/drogaar/pyScripts/text2image/words_large/dag/dagUmpush-Light.pgm,2135
/home/drogaar/pyScripts/text2image/words_large/baby/babyFreeMono-Regular.pgm,2310
/home/drogaar/pyScripts/text2image/words_large/bord/bordverdana_16.pgm,2805
/home/drogaar/pyScripts/text2image/words_large/kraan/kraanUbuntu-Light.pgm,4394
/home/drogaar/pyScripts/text2image/words_large/avond/avondTimes-New-Roman-Regular.pgm,4124
/home/drogaar/pyScripts/text2image/words_large/boot/bootBookman-Light.pgm,4376
/home/drogaar/pyScripts/text2image/words_large/brood/broodTimes-New-Roman-Regular.pgm,4921
/home/drogaar/pyScripts/text2image/words_large/bril/brilFreeSans-Regular.pgm,4862
/home/drogaar/pyScripts/text2image/words_large/groenten/groentenTimes-New-Roman-Regular.pgm,3121
/home/drogaar/pyScripts/text2image/words_large/bakken/bakkenNimbus-Sans-Regular-Italic.pgm,4293
/home/drogaar/pyScripts/text2image/words_large/5/5FreeSans-Regular.pgm,3922
/home/drogaar/pyScripts/text2image/words_large/1/1DejaVu-Serif-Book.pgm,2941
/home/drogaar/pyScripts/text2image/words_large/gras/grasComic-Sans-MS-Regular.pgm,843
/home/drogaar/pyScripts/text2image/words_large/honger/hongerKinnari-Medium.pgm,3993
/home/drogaar/pyScripts/text2image/words_large/1/1courier_15.pgm,2957
/home/drogaar/pyScripts/text2image/words_large/muis/muisTimes-New-Roman-Regular.pgm,2885
/home/drogaar/pyScripts/text2image/words_large/in/inComic-Sans-MS-Regular.pgm,3654
/home/drogaar/pyScripts/text2image/words_large/trekken/trekkenLoma-Bold.pgm,3792
/home/drogaar/pyScripts/text2image/words_large/donker/donkerTimes-New-Roman-Regular.pgm,3081
/home/drogaar/pyScripts/text2image/words_large/pakken/pakkenKinnari-Medium.pgm,3674
/home/drogaar/pyScripts/text2image/words_large/prullenbak/prullenbakComic-Sans-MS-Regular.pgm,1967
/home/drogaar/pyScripts/text2image/words_large/vork/vorkUbuntu-Light.pgm,1387
/home/drogaar/pyScripts/text2image/words_large/voetbal/voetbalcourier_15.pgm,3846
/home/drogaar/pyScripts/text2image/words_large/gaan/gaanTimes-New-Roman-Regular.pgm,1207
/home/drogaar/pyScripts/text2image/words_large/jas/jasArial-Regular.pgm,2909
/home/drogaar/pyScripts/text2image/words_large/lopen/lopenFreeSans-Regular.pgm,1890
/home/drogaar/pyScripts/text2image/words_large/toetsenbord/toetsenbordTimes-New-Roman-Regular.pgm,2384
/home/drogaar/pyScripts/text2image/words_large/muis/muisTlwgMono-Medium.pgm,2890
/home/drogaar/pyScripts/text2image/words_large/vliegtuig/vliegtuigKinnari-Medium.pgm,3429
/home/drogaar/pyScripts/text2image/words_large/bank/bankFreeSerif-Regular.pgm,907
/home/drogaar/pyScripts/text2image/words_large/zij/zijKinnari-Medium.pgm,1704
/home/drogaar/pyScripts/text2image/words_large/boek/boekKinnari-Medium.pgm,1133
/home/drogaar/pyScripts/text2image/words_large/keuken/keukenDejaVu-Serif-Book.pgm,2091
/home/drogaar/pyScripts/text2image/words_large/muis/muisArial-Regular.pgm,2894
/home/drogaar/pyScripts/text2image/words_large/ruiken/ruikenFreeSans-Regular.pgm,1490
/home/drogaar/pyScripts/text2image/words_large/vijver/vijverUmpush-Light.pgm,4273
/home/drogaar/pyScripts/text2image/words_large/jij/jijFreeMono-Regular.pgm,1189
/home/drogaar/pyScripts/text2image/words_large/krijgen/krijgenFreeSerif-Regular.pgm,811
/home/drogaar/pyScripts/text2image/words_large/tandenborstel/tandenborstelcourier_15.pgm,607
/home/drogaar/pyScripts/text2image/words_large/trein/treinBookman-Light.pgm,4737
/home/drogaar/pyScripts/text2image/words_large/in/inDejaVu-Serif-Book.pgm,3658
/home/drogaar/pyScripts/text2image/words_large/gezin/gezinComic-Sans-MS-Regular.pgm,1514
/home/drogaar/pyScripts/text2image/words_large/liggen/liggenTlwgMono-Medium.pgm,1816
/home/drogaar/pyScripts/text2image/words_large/keuken/keukenNimbus-Sans-Regular-Italic.pgm,2094
/home/drogaar/pyScripts/text2image/words_large/weinig/weinigGaruda-Bold.pgm,1911
/home/drogaar/pyScripts/text2image/words_large/knop/knopLoma-Bold.pgm,4107
/home/drogaar/pyScripts/text2image/words_large/badkamer/badkamerURW-Bookman-Demi-Bold.pgm,4442
/home/drogaar/pyScripts/text2image/words_large/wonen/wonenTlwgMono-Medium.pgm,2512
/home/drogaar/pyScripts/text2image/words_large/hangen/hangenFreeMono-Regular.pgm,3821
/home/drogaar/pyScripts/text2image/words_large/lachen/lachenFreeSans-Regular.pgm,4839
/home/drogaar/pyScripts/text2image/words_large/vinden/vindenFreeSans-Regular.pgm,645
/home/drogaar/pyScripts/text2image/words_large/koffie/koffieGaruda-Bold.pgm,1109
/home/drogaar/pyScripts/text2image/words_large/10/10Kinnari-Medium.pgm,2211
/home/drogaar/pyScripts/text2image/words_large/boven/bovenKinnari-Medium.pgm,1521
/home/drogaar/pyScripts/text2image/words_large/zetten/zettenUbuntu-Light.pgm,3153
/home/drogaar/pyScripts/text2image/words_large/warm/warmLoma-Bold.pgm,3685
/home/drogaar/pyScripts/text2image/words_large/flat/flatUmpush-Light.pgm,2852
/home/drogaar/pyScripts/text2image/words_large/luisteren/luisterenTrebuchet-MS-Italic.pgm,4843
/home/drogaar/pyScripts/text2image/words_large/mensen/mensenKinnari-Medium.pgm,1272
/home/drogaar/pyScripts/text2image/words_large/hand/handTrebuchet-MS-Italic.pgm,1415
/home/drogaar/pyScripts/text2image/words_large/telefoon/telefoonUbuntu-Light.pgm,3497
/home/drogaar/pyScripts/text2image/words_large/scherm/schermFreeSerif-Regular.pgm,1865
/home/drogaar/pyScripts/text2image/words_large/werken/werkenLoma-Bold.pgm,2366
/home/drogaar/pyScripts/text2image/words_large/pakken/pakkenBookman-Light.pgm,3667
/home/drogaar/pyScripts/text2image/words_large/leren/lerenGaruda-Bold.pgm,978
/home/drogaar/pyScripts/text2image/words_large/suiker/suikerNimbus-Sans-Regular-Italic.pgm,3706
/home/drogaar/pyScripts/text2image/words_large/avond/avondFreeSerif-Regular.pgm,4126
/home/drogaar/pyScripts/text2image/words_large/woonkamer/woonkamerNimbus-Sans-Regular-Italic.pgm,1229
/home/drogaar/pyScripts/text2image/words_large/meisje/meisjeTrebuchet-MS-Italic.pgm,4779
/home/drogaar/pyScripts/text2image/words_large/nacht/nachtBookman-Light.pgm,2559
/home/drogaar/pyScripts/text2image/words_large/rijden/rijdenComic-Sans-MS-Regular.pgm,3408
/home/drogaar/pyScripts/text2image/words_large/bed/bedNimbus-Sans-Regular-Italic.pgm,3752
/home/drogaar/pyScripts/text2image/words_large/honger/hongerTimes-New-Roman-Regular.pgm,3995
/home/drogaar/pyScripts/text2image/words_large/liefde/liefdeTrebuchet-MS-Italic.pgm,2688
/home/drogaar/pyScripts/text2image/words_large/koelkast/koelkastcourier_15.pgm,2295
/home/drogaar/pyScripts/text2image/words_large/vrachtwagen/vrachtwagenTlwgMono-Medium.pgm,4188
/home/drogaar/pyScripts/text2image/words_large/doen/doenTimes-New-Roman-Regular.pgm,1059
/home/drogaar/pyScripts/text2image/words_large/glas/glasverdana_16.pgm,2929
/home/drogaar/pyScripts/text2image/words_large/stekker/stekkerGeorgia-Italic.pgm,1165
/home/drogaar/pyScripts/text2image/words_large/gang/gangUbuntu-Light.pgm,45
/home/drogaar/pyScripts/text2image/words_large/donker/donkerTlwgMono-Medium.pgm,3086
/home/drogaar/pyScripts/text2image/words_large/rij/rijDejaVu-Serif-Book.pgm,450
/home/drogaar/pyScripts/text2image/words_large/jas/jasTlwgMono-Medium.pgm,2913
/home/drogaar/pyScripts/text2image/words_large/hij/hijFreeSans-Regular.pgm,791
/home/drogaar/pyScripts/text2image/words_large/tijd/tijdBookman-Light.pgm,549
/home/drogaar/pyScripts/text2image/words_large/denken/denkenGaruda-Bold.pgm,950
/home/drogaar/pyScripts/text2image/words_large/lepel/lepelverdana_16.pgm,229
/home/drogaar/pyScripts/text2image/words_large/leren/lerenTlwgMono-Medium.pgm,961
/home/drogaar/pyScripts/text2image/words_large/tandenborstel/tandenborstelFreeSans-Regular.pgm,614
/home/drogaar/pyScripts/text2image/words_large/moeder/moederFreeMono-Regular.pgm,3956
/home/drogaar/pyScripts/text2image/words_large/flat/flatFreeMono-Regular.pgm,2856
/home/drogaar/pyScripts/text2image/words_large/boom/boomFreeSans-Regular.pgm,183
/home/drogaar/pyScripts/text2image/words_large/gezin/gezinBookman-Light.pgm,1513
/home/drogaar/pyScripts/text2image/words_large/meisje/meisjeKinnari-Medium.pgm,4774
/home/drogaar/pyScripts/text2image/words_large/bad/badComic-Sans-MS-Regular.pgm,342
/home/drogaar/pyScripts/text2image/words_large/spel/spelverdana_16.pgm,4881
/home/drogaar/pyScripts/text2image/words_large/tas/tasUbuntu-Light.pgm,1243
/home/drogaar/pyScripts/text2image/words_large/woonkamer/woonkamerBookman-Light.pgm,1224
/home/drogaar/pyScripts/text2image/words_large/geven/gevenKinnari-Medium.pgm,366
/home/drogaar/pyScripts/text2image/words_large/4/4Loma-Bold.pgm,2522
/home/drogaar/pyScripts/text2image/words_large/deur/deurFreeSans-Regular.pgm,2611
/home/drogaar/pyScripts/text2image/words_large/wachten/wachtenBookman-Light.pgm,4593
/home/drogaar/pyScripts/text2image/words_large/vis/visTlwgMono-Medium.pgm,828
/home/drogaar/pyScripts/text2image/words_large/voor/voorGaruda-Bold.pgm,1155
/home/drogaar/pyScripts/text2image/words_large/jij/jijDejaVu-Serif-Book.pgm,1193
/home/drogaar/pyScripts/text2image/words_large/huis/huisGeorgia-Italic.pgm,3515
/home/drogaar/pyScripts/text2image/words_large/achter/achterDejaVu-Serif-Book.pgm,4990
/home/drogaar/pyScripts/text2image/words_large/bad/badcourier_15.pgm,357
/home/drogaar/pyScripts/text2image/words_large/foto/fotoTrebuchet-MS-Italic.pgm,566
/home/drogaar/pyScripts/text2image/words_large/reis/reisBookman-Light.pgm,4233
/home/drogaar/pyScripts/text2image/words_large/wij/wijUbuntu-Light.pgm,1857
/home/drogaar/pyScripts/text2image/words_large/licht/lichtKinnari-Medium.pgm,3357
/home/drogaar/pyScripts/text2image/words_large/luisteren/luisterenUbuntu-Light.pgm,4841
